ibge7,ibge6,municipio,uf,mesorregiao,microrregiao
3145455,314545,Olhos-d'Água,MG,Norte de Minas,Bocaiúva
3145505,314550,Olímpio Noronha,MG,Sul/Sudoeste de Minas,São Lourenço
3145604,314560,Oliveira,MG,Oeste de Minas,Oliveira
3145703,314570,Oliveira Fortes,MG,Zona da Mata,Juiz de Fora
3145802,314580,Onça de Pitangui,MG,Metropolitana de Belo Horizonte,Pará de Minas
3145851,314585,Oratórios,MG,Zona da Mata,Ponte Nova
3145877,314587,Orizânia,MG,Zona da Mata,Muriaé
3145901,314590,Ouro Branco,MG,Metropolitana de Belo Horizonte,Conselheiro Lafaiete
3146008,314600,Ouro Fino,MG,Sul/Sudoeste de Minas,Poços de Caldas
3146107,314610,Ouro Preto,MG,Metropolitana de Belo Horizonte,Ouro Preto
3146206,314620,Ouro Verde de Minas,MG,Vale do Mucuri,Teófilo Otoni
3146255,314625,Padre Carvalho,MG,Norte de Minas,Grão Mogol
3146305,314630,Padre Paraíso,MG,Jequitinhonha,Araçuaí
3146404,314640,Paineiras,MG,Central Mineira,Três Marias
3146503,314650,Pains,MG,Oeste de Minas,Formiga
3146552,314655,Pai Pedro,MG,Norte de Minas,Janaúba
3146602,314660,Paiva,MG,Zona da Mata,Juiz de Fora
3146701,314670,Palma,MG,Zona da Mata,Cataguases
3146750,314675,Palmópolis,MG,Jequitinhonha,Almenara
3146909,314690,Papagaios,MG,Metropolitana de Belo Horizonte,Sete Lagoas
3147006,314700,Paracatu,MG,Noroeste de Minas,Paracatu
3147105,314710,Pará de Minas,MG,Metropolitana de Belo Horizonte,Pará de Minas
3147204,314720,Paraguaçu,MG,Sul/Sudoeste de Minas,Alfenas
3147303,314730,Paraisópolis,MG,Sul/Sudoeste de Minas,Itajubá
3147402,314740,Paraopeba,MG,Metropolitana de Belo Horizonte,Sete Lagoas
3147501,314750,Passabém,MG,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
3147600,314760,Passa Quatro,MG,Sul/Sudoeste de Minas,São Lourenço
3147709,314770,Passa Tempo,MG,Oeste de Minas,Oliveira
3147808,314780,Passa Vinte,MG,Sul/Sudoeste de Minas,Andrelândia
3147907,314790,Passos,MG,Sul/Sudoeste de Minas,Passos
3147956,314795,Patis,MG,Norte de Minas,Montes Claros
3148004,314800,Patos de Minas,MG,Triângulo Mineiro/Alto Paranaíba,Patos de Minas
3148103,314810,Patrocínio,MG,Triângulo Mineiro/Alto Paranaíba,Patrocínio
3148202,314820,Patrocínio do Muriaé,MG,Zona da Mata,Muriaé
3148301,314830,Paula Cândido,MG,Zona da Mata,Viçosa
3148400,314840,Paulistas,MG,Vale do Rio Doce,Guanhães
3148509,314850,Pavão,MG,Vale do Mucuri,Teófilo Otoni
3148608,314860,Peçanha,MG,Vale do Rio Doce,Peçanha
3148707,314870,Pedra Azul,MG,Jequitinhonha,Pedra Azul
3148756,314875,Pedra Bonita,MG,Zona da Mata,Manhuaçu
3148806,314880,Pedra do Anta,MG,Zona da Mata,Viçosa
3148905,314890,Pedra do Indaiá,MG,Oeste de Minas,Formiga
3149002,314900,Pedra Dourada,MG,Zona da Mata,Muriaé
3149101,314910,Pedralva,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
3149150,314915,Pedras de Maria da Cruz,MG,Norte de Minas,Januária
3149200,314920,Pedrinópolis,MG,Triângulo Mineiro/Alto Paranaíba,Araxá
3149309,314930,Pedro Leopoldo,MG,Metropolitana de Belo Horizonte,Belo Horizonte
3149408,314940,Pedro Teixeira,MG,Zona da Mata,Juiz de Fora
3149507,314950,Pequeri,MG,Zona da Mata,Juiz de Fora
3149606,314960,Pequi,MG,Metropolitana de Belo Horizonte,Sete Lagoas
3149705,314970,Perdigão,MG,Oeste de Minas,Divinópolis
3149804,314980,Perdizes,MG,Triângulo Mineiro/Alto Paranaíba,Araxá
3149903,314990,Perdões,MG,Oeste de Minas,Campo Belo
3149952,314995,Periquito,MG,Vale do Rio Doce,Ipatinga
3150000,315000,Pescador,MG,Vale do Rio Doce,Governador Valadares
3150109,315010,Piau,MG,Zona da Mata,Juiz de Fora
3150158,315015,Piedade de Caratinga,MG,Vale do Rio Doce,Caratinga
3150208,315020,Piedade de Ponte Nova,MG,Zona da Mata,Ponte Nova
3150307,315030,Piedade do Rio Grande,MG,Campo das Vertentes,São João Del Rei
3150406,315040,Piedade dos Gerais,MG,Metropolitana de Belo Horizonte,Itaguara
3150505,315050,Pimenta,MG,Oeste de Minas,Formiga
3150539,315053,Pingo-d'Água,MG,Vale do Rio Doce,Caratinga
3150570,315057,Pintópolis,MG,Norte de Minas,Januária
3150604,315060,Piracema,MG,Oeste de Minas,Oliveira
3150703,315070,Pirajuba,MG,Triângulo Mineiro/Alto Paranaíba,Frutal
3150802,315080,Piranga,MG,Zona da Mata,Viçosa
3150901,315090,Piranguçu,MG,Sul/Sudoeste de Minas,Itajubá
3151008,315100,Piranguinho,MG,Sul/Sudoeste de Minas,Itajubá
3151107,315110,Pirapetinga,MG,Zona da Mata,Cataguases
3151206,315120,Pirapora,MG,Norte de Minas,Pirapora
3151305,315130,Piraúba,MG,Zona da Mata,Ubá
3151404,315140,Pitangui,MG,Metropolitana de Belo Horizonte,Pará de Minas
3151503,315150,Piumhi,MG,Oeste de Minas,Piuí
3151602,315160,Planura,MG,Triângulo Mineiro/Alto Paranaíba,Frutal
3151701,315170,Poço Fundo,MG,Sul/Sudoeste de Minas,Alfenas
3151800,315180,Poços de Caldas,MG,Sul/Sudoeste de Minas,Poços de Caldas
3151909,315190,Pocrane,MG,Vale do Rio Doce,Aimorés
3152006,315200,Pompéu,MG,Central Mineira,Três Marias
3152105,315210,Ponte Nova,MG,Zona da Mata,Ponte Nova
3152131,315213,Ponto Chique,MG,Norte de Minas,Montes Claros
3152170,315217,Ponto dos Volantes,MG,Jequitinhonha,Araçuaí
3152204,315220,Porteirinha,MG,Norte de Minas,Janaúba
3152303,315230,Porto Firme,MG,Zona da Mata,Viçosa
3152402,315240,Poté,MG,Vale do Mucuri,Teófilo Otoni
3152501,315250,Pouso Alegre,MG,Sul/Sudoeste de Minas,Pouso Alegre
3152600,315260,Pouso Alto,MG,Sul/Sudoeste de Minas,São Lourenço
3152709,315270,Prados,MG,Campo das Vertentes,São João Del Rei
3152808,315280,Prata,MG,Triângulo Mineiro/Alto Paranaíba,Uberlândia
3152907,315290,Pratápolis,MG,Sul/Sudoeste de Minas,Passos
3153004,315300,Pratinha,MG,Triângulo Mineiro/Alto Paranaíba,Araxá
3153103,315310,Presidente Bernardes,MG,Zona da Mata,Viçosa
3153202,315320,Presidente Juscelino,MG,Central Mineira,Curvelo
3153301,315330,Presidente Kubitschek,MG,Jequitinhonha,Diamantina
3153400,315340,Presidente Olegário,MG,Noroeste de Minas,Paracatu
3153509,315350,Alto Jequitibá,MG,Zona da Mata,Manhuaçu
3153608,315360,Prudente de Morais,MG,Metropolitana de Belo Horizonte,Sete Lagoas
3153707,315370,Quartel Geral,MG,Central Mineira,Bom Despacho
3153806,315380,Queluzito,MG,Metropolitana de Belo Horizonte,Conselheiro Lafaiete
3153905,315390,Raposos,MG,Metropolitana de Belo Horizonte,Belo Horizonte
3154002,315400,Raul Soares,MG,Zona da Mata,Ponte Nova
3154101,315410,Recreio,MG,Zona da Mata,Cataguases
3154150,315415,Reduto,MG,Zona da Mata,Manhuaçu
3154200,315420,Resende Costa,MG,Campo das Vertentes,São João Del Rei
3154309,315430,Resplendor,MG,Vale do Rio Doce,Aimorés
3154408,315440,Ressaquinha,MG,Campo das Vertentes,Barbacena
3154457,315445,Riachinho,MG,Norte de Minas,Pirapora
3154507,315450,Riacho dos Machados,MG,Norte de Minas,Janaúba
3154606,315460,Ribeirão das Neves,MG,Metropolitana de Belo Horizonte,Belo Horizonte
3154705,315470,Ribeirão Vermelho,MG,Campo das Vertentes,Lavras
3154804,315480,Rio Acima,MG,Metropolitana de Belo Horizonte,Belo Horizonte
3154903,315490,Rio Casca,MG,Zona da Mata,Ponte Nova
3155009,315500,Rio Doce,MG,Zona da Mata,Ponte Nova
3155108,315510,Rio do Prado,MG,Jequitinhonha,Almenara
3155207,315520,Rio Espera,MG,Zona da Mata,Viçosa
3155306,315530,Rio Manso,MG,Metropolitana de Belo Horizonte,Itaguara
3155405,315540,Rio Novo,MG,Zona da Mata,Juiz de Fora
3155504,315550,Rio Paranaíba,MG,Triângulo Mineiro/Alto Paranaíba,Patos de Minas
3155603,315560,Rio Pardo de Minas,MG,Norte de Minas,Salinas
3155702,315570,Rio Piracicaba,MG,Metropolitana de Belo Horizonte,Itabira
3155801,315580,Rio Pomba,MG,Zona da Mata,Ubá
3155900,315590,Rio Preto,MG,Zona da Mata,Juiz de Fora
3156007,315600,Rio Vermelho,MG,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
3156106,315610,Ritápolis,MG,Campo das Vertentes,São João Del Rei
3156205,315620,Rochedo de Minas,MG,Zona da Mata,Juiz de Fora
3156304,315630,Rodeiro,MG,Zona da Mata,Ubá
3156403,315640,Romaria,MG,Triângulo Mineiro/Alto Paranaíba,Patrocínio
3156452,315645,Rosário da Limeira,MG,Zona da Mata,Muriaé
3156502,315650,Rubelita,MG,Norte de Minas,Salinas
3156601,315660,Rubim,MG,Jequitinhonha,Almenara
3156700,315670,Sabará,MG,Metropolitana de Belo Horizonte,Belo Horizonte
3156809,315680,Sabinópolis,MG,Vale do Rio Doce,Guanhães
3156908,315690,Sacramento,MG,Triângulo Mineiro/Alto Paranaíba,Araxá
3157005,315700,Salinas,MG,Norte de Minas,Salinas
3157104,315710,Salto da Divisa,MG,Jequitinhonha,Almenara
3157203,315720,Santa Bárbara,MG,Metropolitana de Belo Horizonte,Itabira
3157252,315725,Santa Bárbara do Leste,MG,Vale do Rio Doce,Caratinga
3157278,315727,Santa Bárbara do Monte Verde,MG,Zona da Mata,Juiz de Fora
3157302,315730,Santa Bárbara do Tugúrio,MG,Campo das Vertentes,Barbacena
3157336,315733,Santa Cruz de Minas,MG,Campo das Vertentes,São João Del Rei
3157377,315737,Santa Cruz de Salinas,MG,Norte de Minas,Salinas
3157401,315740,Santa Cruz do Escalvado,MG,Zona da Mata,Ponte Nova
3157500,315750,Santa Efigênia de Minas,MG,Vale do Rio Doce,Guanhães
3157609,315760,Santa Fé de Minas,MG,Norte de Minas,Pirapora
3157658,315765,Santa Helena de Minas,MG,Vale do Mucuri,Nanuque
3157708,315770,Santa Juliana,MG,Triângulo Mineiro/Alto Paranaíba,Araxá
3157807,315780,Santa Luzia,MG,Metropolitana de Belo Horizonte,Belo Horizonte
3157906,315790,Santa Margarida,MG,Zona da Mata,Manhuaçu
3158003,315800,Santa Maria de Itabira,MG,Metropolitana de Belo Horizonte,Itabira
3158102,315810,Santa Maria do Salto,MG,Jequitinhonha,Almenara
3158201,315820,Santa Maria do Suaçuí,MG,Vale do Rio Doce,Peçanha
3158300,315830,Santana da Vargem,MG,Sul/Sudoeste de Minas,Varginha
3158409,315840,Santana de Cataguases,MG,Zona da Mata,Cataguases
3158508,315850,Santana de Pirapama,MG,Metropolitana de Belo Horizonte,Sete Lagoas
3158607,315860,Santana do Deserto,MG,Zona da Mata,Juiz de Fora
3158706,315870,Santana do Garambéu,MG,Campo das Vertentes,São João Del Rei
3158805,315880,Santana do Jacaré,MG,Oeste de Minas,Campo Belo
3158904,315890,Santana do Manhuaçu,MG,Zona da Mata,Manhuaçu
3158953,315895,Santana do Paraíso,MG,Vale do Rio Doce,Ipatinga
3159001,315900,Santana do Riacho,MG,Metropolitana de Belo Horizonte,Sete Lagoas
3159100,315910,Santana dos Montes,MG,Metropolitana de Belo Horizonte,Conselheiro Lafaiete
3159209,315920,Santa Rita de Caldas,MG,Sul/Sudoeste de Minas,Poços de Caldas
3159308,315930,Santa Rita de Jacutinga,MG,Zona da Mata,Juiz de Fora
3159357,315935,Santa Rita de Minas,MG,Vale do Rio Doce,Caratinga
3159407,315940,Santa Rita de Ibitipoca,MG,Zona da Mata,Juiz de Fora
3159506,315950,Santa Rita do Itueto,MG,Vale do Rio Doce,Aimorés
3159605,315960,Santa Rita do Sapucaí,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
3159704,315970,Santa Rosa da Serra,MG,Triângulo Mineiro/Alto Paranaíba,Patos de Minas
3159803,315980,Santa Vitória,MG,Triângulo Mineiro/Alto Paranaíba,Ituiutaba
3159902,315990,Santo Antônio do Amparo,MG,Oeste de Minas,Oliveira
3160009,316000,Santo Antônio do Aventureiro,MG,Zona da Mata,Cataguases
3160108,316010,Santo Antônio do Grama,MG,Zona da Mata,Ponte Nova
3160207,316020,Santo Antônio do Itambé,MG,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
3160306,316030,Santo Antônio do Jacinto,MG,Jequitinhonha,Almenara
3160405,316040,Santo Antônio do Monte,MG,Oeste de Minas,Divinópolis
3160454,316045,Santo Antônio do Retiro,MG,Norte de Minas,Salinas
3160504,316050,Santo Antônio do Rio Abaixo,MG,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
3160603,316060,Santo Hipólito,MG,Central Mineira,Curvelo
3160702,316070,Santos Dumont,MG,Zona da Mata,Juiz de Fora
3160801,316080,São Bento Abade,MG,Sul/Sudoeste de Minas,Varginha
3160900,316090,São Brás do Suaçuí,MG,Metropolitana de Belo Horizonte,Conselheiro Lafaiete
3160959,316095,São Domingos das Dores,MG,Vale do Rio Doce,Caratinga
3161007,316100,São Domingos do Prata,MG,Metropolitana de Belo Horizonte,Itabira
3161056,316105,São Félix de Minas,MG,Vale do Rio Doce,Mantena
3161106,316110,São Francisco,MG,Norte de Minas,Januária
3161205,316120,São Francisco de Paula,MG,Oeste de Minas,Oliveira
3161304,316130,São Francisco de Sales,MG,Triângulo Mineiro/Alto Paranaíba,Frutal
3161403,316140,São Francisco do Glória,MG,Zona da Mata,Muriaé
3161502,316150,São Geraldo,MG,Zona da Mata,Ubá
3161601,316160,São Geraldo da Piedade,MG,Vale do Rio Doce,Governador Valadares
3161650,316165,São Geraldo do Baixio,MG,Vale do Rio Doce,Governador Valadares
3161700,316170,São Gonçalo do Abaeté,MG,Noroeste de Minas,Paracatu
3161809,316180,São Gonçalo do Pará,MG,Oeste de Minas,Divinópolis
3161908,316190,São Gonçalo do Rio Abaixo,MG,Metropolitana de Belo Horizonte,Itabira
3162005,316200,São Gonçalo do Sapucaí,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
3162104,316210,São Gotardo,MG,Triângulo Mineiro/Alto Paranaíba,Patos de Minas
3162203,316220,São João Batista do Glória,MG,Sul/Sudoeste de Minas,Passos
3162252,316225,São João da Lagoa,MG,Norte de Minas,Montes Claros
3162302,316230,São João da Mata,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
3162401,316240,São João da Ponte,MG,Norte de Minas,Montes Claros
3162450,316245,São João das Missões,MG,Norte de Minas,Januária
3162500,316250,São João del Rei,MG,Campo das Vertentes,São João Del Rei
3162559,316255,São João do Manhuaçu,MG,Zona da Mata,Manhuaçu
3162575,316257,São João do Manteninha,MG,Vale do Rio Doce,Mantena
3162609,316260,São João do Oriente,MG,Vale do Rio Doce,Caratinga
3162658,316265,São João do Pacuí,MG,Norte de Minas,Montes Claros
3162708,316270,São João do Paraíso,MG,Norte de Minas,Salinas
3162807,316280,São João Evangelista,MG,Vale do Rio Doce,Guanhães
3162906,316290,São João Nepomuceno,MG,Zona da Mata,Juiz de Fora
3162922,316292,São Joaquim de Bicas,MG,Metropolitana de Belo Horizonte,Belo Horizonte
3162948,316294,São José da Barra,MG,Sul/Sudoeste de Minas,Passos
3162955,316295,São José da Lapa,MG,Metropolitana de Belo Horizonte,Belo Horizonte
3163003,316300,São José da Safira,MG,Vale do Rio Doce,Governador Valadares
3163102,316310,São José da Varginha,MG,Metropolitana de Belo Horizonte,Pará de Minas
3163201,316320,São José do Alegre,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
3163300,316330,São José do Divino,MG,Vale do Rio Doce,Governador Valadares
3163409,316340,São José do Goiabal,MG,Metropolitana de Belo Horizonte,Itabira
3163508,316350,São José do Jacuri,MG,Vale do Rio Doce,Peçanha
3163607,316360,São José do Mantimento,MG,Zona da Mata,Manhuaçu
3163706,316370,São Lourenço,MG,Sul/Sudoeste de Minas,São Lourenço
3163805,316380,São Miguel do Anta,MG,Zona da Mata,Viçosa
3163904,316390,São Pedro da União,MG,Sul/Sudoeste de Minas,São Sebastião do Paraíso
3164001,316400,São Pedro dos Ferros,MG,Zona da Mata,Ponte Nova
3164100,316410,São Pedro do Suaçuí,MG,Vale do Rio Doce,Peçanha
3164209,316420,São Romão,MG,Norte de Minas,Pirapora
3164308,316430,São Roque de Minas,MG,Oeste de Minas,Piuí
3164407,316440,São Sebastião da Bela Vista,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
3164431,316443,São Sebastião da Vargem Alegre,MG,Zona da Mata,Muriaé
3164472,316447,São Sebastião do Anta,MG,Vale do Rio Doce,Caratinga
3164506,316450,São Sebastião do Maranhão,MG,Vale do Rio Doce,Peçanha
3164605,316460,São Sebastião do Oeste,MG,Oeste de Minas,Divinópolis
3164704,316470,São Sebastião do Paraíso,MG,Sul/Sudoeste de Minas,São Sebastião do Paraíso
3164803,316480,São Sebastião do Rio Preto,MG,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
3164902,316490,São Sebastião do Rio Verde,MG,Sul/Sudoeste de Minas,São Lourenço
3165008,316500,São Tiago,MG,Campo das Vertentes,São João Del Rei
3165107,316510,São Tomás de Aquino,MG,Sul/Sudoeste de Minas,São Sebastião do Paraíso
3165206,316520,São Tomé das Letras,MG,Sul/Sudoeste de Minas,Varginha
3165305,316530,São Vicente de Minas,MG,Sul/Sudoeste de Minas,Andrelândia
3165404,316540,Sapucaí-Mirim,MG,Sul/Sudoeste de Minas,Pouso Alegre
3165503,316550,Sardoá,MG,Vale do Rio Doce,Guanhães
3165537,316553,Sarzedo,MG,Metropolitana de Belo Horizonte,Belo Horizonte
3165552,316555,Setubinha,MG,Vale do Mucuri,Teófilo Otoni
3165560,316556,Sem-Peixe,MG,Zona da Mata,Ponte Nova
3165578,316557,Senador Amaral,MG,Sul/Sudoeste de Minas,Pouso Alegre
3165602,316560,Senador Cortes,MG,Zona da Mata,Juiz de Fora
3165701,316570,Senador Firmino,MG,Zona da Mata,Ubá
3165800,316580,Senador José Bento,MG,Sul/Sudoeste de Minas,Pouso Alegre
3165909,316590,Senador Modestino Gonçalves,MG,Jequitinhonha,Diamantina
3166006,316600,Senhora de Oliveira,MG,Zona da Mata,Viçosa
3166105,316610,Senhora do Porto,MG,Vale do Rio Doce,Guanhães
3166204,316620,Senhora dos Remédios,MG,Campo das Vertentes,Barbacena
3166303,316630,Sericita,MG,Zona da Mata,Ponte Nova
3166402,316640,Seritinga,MG,Sul/Sudoeste de Minas,Andrelândia
3166501,316650,Serra Azul de Minas,MG,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
3166600,316660,Serra da Saudade,MG,Central Mineira,Bom Despacho
3166709,316670,Serra dos Aimorés,MG,Vale do Mucuri,Nanuque
3166808,316680,Serra do Salitre,MG,Triângulo Mineiro/Alto Paranaíba,Patrocínio
3166907,316690,Serrania,MG,Sul/Sudoeste de Minas,Alfenas
3166956,316695,Serranópolis de Minas,MG,Norte de Minas,Janaúba
3167004,316700,Serranos,MG,Sul/Sudoeste de Minas,Andrelândia
3167103,316710,Serro,MG,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
3167202,316720,Sete Lagoas,MG,Metropolitana de Belo Horizonte,Sete Lagoas
3167301,316730,Silveirânia,MG,Zona da Mata,Ubá
3167400,316740,Silvianópolis,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
3167509,316750,Simão Pereira,MG,Zona da Mata,Juiz de Fora
3167608,316760,Simonésia,MG,Zona da Mata,Manhuaçu
3167707,316770,Sobrália,MG,Vale do Rio Doce,Governador Valadares
3167806,316780,Soledade de Minas,MG,Sul/Sudoeste de Minas,São Lourenço
3167905,316790,Tabuleiro,MG,Zona da Mata,Ubá
3168002,316800,Taiobeiras,MG,Norte de Minas,Salinas
3168051,316805,Taparuba,MG,Vale do Rio Doce,Aimorés
3168101,316810,Tapira,MG,Triângulo Mineiro/Alto Paranaíba,Araxá
3168200,316820,Tapiraí,MG,Oeste de Minas,Piuí
3168309,316830,Taquaraçu de Minas,MG,Metropolitana de Belo Horizonte,Itabira
3168408,316840,Tarumirim,MG,Vale do Rio Doce,Caratinga
3168507,316850,Teixeiras,MG,Zona da Mata,Viçosa
3168606,316860,Teófilo Otoni,MG,Vale do Mucuri,Teófilo Otoni
3168705,316870,Timóteo,MG,Vale do Rio Doce,Ipatinga
3168804,316880,Tiradentes,MG,Campo das Vertentes,São João Del Rei
3168903,316890,Tiros,MG,Triângulo Mineiro/Alto Paranaíba,Patos de Minas
3169000,316900,Tocantins,MG,Zona da Mata,Ubá
3169059,316905,Tocos do Moji,MG,Sul/Sudoeste de Minas,Pouso Alegre
3169109,316910,Toledo,MG,Sul/Sudoeste de Minas,Pouso Alegre
3169208,316920,Tombos,MG,Zona da Mata,Muriaé
3169307,316930,Três Corações,MG,Sul/Sudoeste de Minas,Varginha
3169356,316935,Três Marias,MG,Central Mineira,Três Marias
3169406,316940,Três Pontas,MG,Sul/Sudoeste de Minas,Varginha
3169505,316950,Tumiritinga,MG,Vale do Rio Doce,Governador Valadares
3169604,316960,Tupaciguara,MG,Triângulo Mineiro/Alto Paranaíba,Uberlândia
3169703,316970,Turmalina,MG,Jequitinhonha,Capelinha
3169802,316980,Turvolândia,MG,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
3169901,316990,Ubá,MG,Zona da Mata,Ubá
3170008,317000,Ubaí,MG,Norte de Minas,Montes Claros
3170057,317005,Ubaporanga,MG,Vale do Rio Doce,Caratinga
3170107,317010,Uberaba,MG,Triângulo Mineiro/Alto Paranaíba,Uberaba
3170206,317020,Uberlândia,MG,Triângulo Mineiro/Alto Paranaíba,Uberlândia
3170305,317030,Umburatiba,MG,Vale do Mucuri,Nanuque
3170404,317040,Unaí,MG,Noroeste de Minas,Unaí
3170438,317043,União de Minas,MG,Triângulo Mineiro/Alto Paranaíba,Frutal
3170479,317047,Uruana de Minas,MG,Noroeste de Minas,Unaí
3170503,317050,Urucânia,MG,Zona da Mata,Ponte Nova
3170529,317052,Urucuia,MG,Norte de Minas,Januária
3170578,317057,Vargem Alegre,MG,Vale do Rio Doce,Caratinga
3170602,317060,Vargem Bonita,MG,Oeste de Minas,Piuí
3170651,317065,Vargem Grande do Rio Pardo,MG,Norte de Minas,Salinas
3170701,317070,Varginha,MG,Sul/Sudoeste de Minas,Varginha
3170750,317075,Varjão de Minas,MG,Noroeste de Minas,Paracatu
3170800,317080,Várzea da Palma,MG,Norte de Minas,Pirapora
3170909,317090,Varzelândia,MG,Norte de Minas,Montes Claros
3171006,317100,Vazante,MG,Noroeste de Minas,Paracatu
3171030,317103,Verdelândia,MG,Norte de Minas,Montes Claros
3171071,317107,Veredinha,MG,Jequitinhonha,Capelinha
3171105,317110,Veríssimo,MG,Triângulo Mineiro/Alto Paranaíba,Uberaba
3171154,317115,Vermelho Novo,MG,Zona da Mata,Ponte Nova
3171204,317120,Vespasiano,MG,Metropolitana de Belo Horizonte,Belo Horizonte
3171303,317130,Viçosa,MG,Zona da Mata,Viçosa
3171402,317140,Vieiras,MG,Zona da Mata,Muriaé
3171501,317150,Mathias Lobato,MG,Vale do Rio Doce,Governador Valadares
3171600,317160,Virgem da Lapa,MG,Jequitinhonha,Araçuaí
3171709,317170,Virgínia,MG,Sul/Sudoeste de Minas,Itajubá
3171808,317180,Virginópolis,MG,Vale do Rio Doce,Guanhães
3171907,317190,Virgolândia,MG,Vale do Rio Doce,Governador Valadares
3172004,317200,Visconde do Rio Branco,MG,Zona da Mata,Ubá
3172103,317210,Volta Grande,MG,Zona da Mata,Cataguases
3172202,317220,Wenceslau Braz,MG,Sul/Sudoeste de Minas,Itajubá
3200102,320010,Afonso Cláudio,ES,Central Espírito-santense,Afonso Cláudio
3200136,320013,Águia Branca,ES,Noroeste Espírito-santense,Nova Venécia
3200169,320016,Água Doce do Norte,ES,Noroeste Espírito-santense,Barra de São Francisco
3200201,320020,Alegre,ES,Sul Espírito-santense,Alegre
3200300,320030,Alfredo Chaves,ES,Central Espírito-santense,Guarapari
3200359,320035,Alto Rio Novo,ES,Noroeste Espírito-santense,Colatina
3200409,320040,Anchieta,ES,Central Espírito-santense,Guarapari
3200508,320050,Apiacá,ES,Sul Espírito-santense,Cachoeiro de Itapemirim
3200607,320060,Aracruz,ES,Litoral Norte Espírito-santense,Linhares
3200706,320070,Atílio Vivácqua,ES,Sul Espírito-santense,Cachoeiro de Itapemirim
3200805,320080,Baixo Guandu,ES,Noroeste Espírito-santense,Colatina
3200904,320090,Barra de São Francisco,ES,Noroeste Espírito-santense,Barra de São Francisco
3201001,320100,Boa Esperança,ES,Noroeste Espírito-santense,Nova Venécia
3201100,320110,Bom Jesus do Norte,ES,Sul Espírito-santense,Cachoeiro de Itapemirim
3201159,320115,Brejetuba,ES,Central Espírito-santense,Afonso Cláudio
3201209,320120,Cachoeiro de Itapemirim,ES,Sul Espírito-santense,Cachoeiro de Itapemirim
3201308,320130,Cariacica,ES,Central Espírito-santense,Vitória
3201407,320140,Castelo,ES,Sul Espírito-santense,Cachoeiro de Itapemirim
3201506,320150,Colatina,ES,Noroeste Espírito-santense,Colatina
3201605,320160,Conceição da Barra,ES,Litoral Norte Espírito-santense,São Mateus
3201704,320170,Conceição do Castelo,ES,Central Espírito-santense,Afonso Cláudio
3201803,320180,Divino de São Lourenço,ES,Sul Espírito-santense,Alegre
3201902,320190,Domingos Martins,ES,Central Espírito-santense,Afonso Cláudio
3202009,320200,Dores do Rio Preto,ES,Sul Espírito-santense,Alegre
3202108,320210,Ecoporanga,ES,Noroeste Espírito-santense,Barra de São Francisco
3202207,320220,Fundão,ES,Litoral Norte Espírito-santense,Linhares
3202256,320225,Governador Lindenberg,ES,Noroeste Espírito-santense,Colatina
3202306,320230,Guaçuí,ES,Sul Espírito-santense,Alegre
3202405,320240,Guarapari,ES,Central Espírito-santense,Guarapari
3202454,320245,Ibatiba,ES,Sul Espírito-santense,Alegre
3202504,320250,Ibiraçu,ES,Litoral Norte Espírito-santense,Linhares
3202553,320255,Ibitirama,ES,Sul Espírito-santense,Alegre
3202603,320260,Iconha,ES,Central Espírito-santense,Guarapari
3202652,320265,Irupi,ES,Sul Espírito-santense,Alegre
3202702,320270,Itaguaçu,ES,Central Espírito-santense,Santa Teresa
3202801,320280,Itapemirim,ES,Sul Espírito-santense,Itapemirim
3202900,320290,Itarana,ES,Central Espírito-santense,Santa Teresa
3203007,320300,Iúna,ES,Sul Espírito-santense,Alegre
3203056,320305,Jaguaré,ES,Litoral Norte Espírito-santense,São Mateus
3203106,320310,Jerônimo Monteiro,ES,Sul Espírito-santense,Cachoeiro de Itapemirim
3203130,320313,João Neiva,ES,Litoral Norte Espírito-santense,Linhares
3203163,320316,Laranja da Terra,ES,Central Espírito-santense,Afonso Cláudio
3203205,320320,Linhares,ES,Litoral Norte Espírito-santense,Linhares
3203304,320330,Mantenópolis,ES,Noroeste Espírito-santense,Barra de São Francisco
3203320,320332,Marataízes,ES,Sul Espírito-santense,Itapemirim
3203346,320334,Marechal Floriano,ES,Central Espírito-santense,Afonso Cláudio
3203353,320335,Marilândia,ES,Noroeste Espírito-santense,Colatina
3203403,320340,Mimoso do Sul,ES,Sul Espírito-santense,Cachoeiro de Itapemirim
3203502,320350,Montanha,ES,Litoral Norte Espírito-santense,Montanha
